index	qualified name	API description	sentence pattern	revised API description	is_consensus	"raw verb (""/"" if don't have verbs)"	"revised verb (""/"" if don't have verbs)"	functionality category of new verb (index)	"is functionality description? (1 for false, 0 for true)"	"new verb (""/"" if don't have verbs) by annotator1"	"new verb (""/"" if don't have verbs) by annotator2"	revised API description by annotator 1	revised API description by annotator 2
179	java.lang.Runtime.exec(java.lang.String)	Executes the specified string command in a separate process.	VERB - NOUN - in - NOUN	perform the specified string command in a separate process.	0	execute	perform	10	0	perform	perform	perform the specified string command in a separate process.	performs the specified string command in a separate process.
180	"java.nio.file.Files.getOwner(java.nio.file.Path,java.nio.file.LinkOption)"	Returns the owner of a file.	VERB - NOUN	get the owner of a file.	0	return	get	9	0	get	get	get the owner of a file.	gets the owner of a file.
180	"java.nio.file.Files.getOwner(java.nio.file.Path,java.nio.file.LinkOption...)"	Returns the owner of a file.	VERB - NOUN	get the owner of a file.	0	return	get	9	0	get	get	get the owner of a file.	gets the owner of a file.
181	java.lang.Long.parseLong(java.lang.String)	Parses the string argument as a signed decimal long.	VERB - NOUN - as - NOUN	convert the string argument to a signed decimal long.	1	parse	convert	40	0	convert	convert	convert the string argument as a signed decimal long.	converts the string argument to a signed decimal long.
181	"java.lang.Long.parseLong(java.lang.String,int)"	Parses the string argument as a signed long in the radix specified by the second argument.	VERB - NOUN - as - NOUN - in - NOUN - by - NOUN	convert the string argument into a signed long in the radix specified by the second argument.	1	parse	convert	40	0	convert	convert	convert the string argument into a signed long in the radix specified by the second argument.	converts the string argument to a signed integer in the radix specified by the second argument.
182	javax.swing.SwingWorker.cancel(boolean)	Attempts to cancel execution of this task.	VERB - NOUN	Attempts to cancel execution of this task.	0	cancel	cancel	2	0	cancel	cancel	Attempts to cancel execution of this task.	Attempts to cancel execution of this task.
183	"java.lang.System.arraycopy(java.lang.Object,int,java.lang.Object,int,int)"	"Copies an array from the specified source array, beginning at the specified position, to the specified position of the destination array."	VERB - NOUN - from - NOUN - to - NOUN	"Copies an array from the specified source array, beginning at the specified position, to the specified position of the destination array."	0	copy	copy	17	0	copy	copy	"Copies an array from the specified source array, beginning at the specified position, to the specified position of the destination array."	"Copies an array from the specified source array, beginning at the specified position, to the specified position of the destination array."
184	java.lang.String.split(java.lang.String)	Splits this string around matches of the given regular expression.	VERB - NOUN - around - NOUN	Splits this string around matches of the given regular expression.	0	split	split	76	0	split	split	Splits this string around matches of the given regular expression.	Splits this string around matches of the given regular expression.
184	"java.lang.String.split(java.lang.String,int)"	Splits this string around matches of the given regular expression.	VERB - NOUN - around - NOUN	Splits this string around matches of the given regular expression.	0	split	split	76	0	split	split	Splits this string around matches of the given regular expression.	Splits this string around matches of the given regular expression.
185	java.io.File.createNewFile()	"Atomically creates a new, empty file named by this abstract pathname if and only if a file with this name does not yet exist."	VERB - NOUN	"Atomically creates a new, empty file named by this abstract pathname if and only if a file with this name does not yet exist."	0	create	create	6	0	create	create	"Atomically creates a new, empty file named by this abstract pathname if and only if a file with this name does not yet exist."	"Atomically creates a new, empty file named by this abstract pathname if and only if a file with this name does not yet exist."
186	java.util.stream.Stream.findAny()	"Returns an Optional describing some element of the stream, or an empty Optional if the stream is empty."	VERB - NOUN	"get an Optional describing some element of the stream, or an empty Optional if the stream is empty."	0	return	get	9	0	get	get	"get an Optional describing some element of the stream, or an empty Optional if the stream is empty."	"Gets an Optional describing some element of the stream, or an empty Optional if the stream is empty."
